[search_qa:sdar:qwen2_5_3b] selected device=cuda:0
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.79it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.60it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.44it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.86it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.64it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.48it/s]
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[search_qa:skill_sd:qwen3_1b7] step 138/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0012 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 139/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 140/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 141/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 142/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 143/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0004 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 144/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0006 wall=4.2s
[search_qa:skill_sd:qwen3_1b7] step 145/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0009 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 146/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0001 wall=4.1s
[search_qa:skill_sd:qwen3_1b7] step 147/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0011 wall=4.0s
[search_qa:skill_sd:qwen3_1b7] step 148/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0003 wall=4.5s
[search_qa:skill_sd:qwen3_1b7] step 149/150 loss=-0.0004 reward=0.177 gate=0.000 opsd=-0.0004 wall=4.4s
[search_qa:skill_sd:qwen3_1b7] step 150/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0005 wall=4.1s
[search_qa:grpo_opsd:qwen3_1b7] selected device=cuda:0
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  2.59it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  4.45it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  2.57it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  4.38it/s]
[search_qa:grpo_opsd:qwen3_1b7] step 1/150 loss=0.0000 reward=0.000 gate=0.000 opsd=0.0000 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 2/150 loss=-0.0002 reward=0.000 gate=0.031 opsd=-0.0025 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 3/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0068 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 4/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0062 wall=3.9s
[search_qa:grpo_opsd:qwen3_1b7] step 5/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0043 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 6/150 loss=0.0444 reward=0.082 gate=0.000 opsd=-0.0051 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 7/150 loss=0.0050 reward=0.000 gate=0.250 opsd=0.0500 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 8/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0026 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 9/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0032 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 10/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0050 wall=4.0s
[search_qa:grpo_opsd:qwen3_1b7] step 11/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0041 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 12/150 loss=-0.0009 reward=0.100 gate=0.000 opsd=-0.0086 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 13/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0024 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 14/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0015 wall=4.2s
[search_qa:grpo_opsd:qwen3_1b7] step 15/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0024 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 16/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0031 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 17/150 loss=0.0042 reward=0.000 gate=0.250 opsd=0.0417 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 18/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0062 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 19/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0044 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 20/150 loss=0.0005 reward=0.000 gate=0.031 opsd=0.0049 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 21/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0052 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 22/150 loss=-0.0002 reward=0.125 gate=0.000 opsd=-0.0020 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 23/150 loss=-0.0001 reward=0.000 gate=0.000 opsd=-0.0007 wall=4.0s
[search_qa:grpo_opsd:qwen3_1b7] step 24/150 loss=0.0952 reward=0.125 gate=0.000 opsd=-0.0029 wall=3.4s
[search_qa:grpo_opsd:qwen3_1b7] step 25/150 loss=0.0004 reward=0.000 gate=0.156 opsd=0.0043 wall=3.4s
[search_qa:grpo_opsd:qwen3_1b7] step 26/150 loss=0.0186 reward=0.062 gate=0.000 opsd=-0.0154 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 27/150 loss=0.0030 reward=0.000 gate=0.250 opsd=0.0302 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 28/150 loss=0.0033 reward=0.000 gate=0.250 opsd=0.0330 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 29/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0042 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 30/150 loss=0.1328 reward=0.188 gate=0.000 opsd=-0.0026 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 31/150 loss=0.0918 reward=0.109 gate=0.000 opsd=-0.0039 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 32/150 loss=0.0508 reward=0.000 gate=1.000 opsd=0.5078 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 33/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0055 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 34/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0058 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 35/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0032 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 36/150 loss=-0.0007 reward=0.000 gate=0.062 opsd=-0.0070 wall=3.9s
[search_qa:grpo_opsd:qwen3_1b7] step 37/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0106 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 38/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0092 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 39/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0074 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 40/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0082 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 41/150 loss=-0.0004 reward=0.000 gate=0.000 opsd=-0.0040 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 42/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0058 wall=3.4s
[search_qa:grpo_opsd:qwen3_1b7] step 43/150 loss=-0.0011 reward=0.000 gate=0.000 opsd=-0.0107 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 44/150 loss=0.0026 reward=0.000 gate=0.031 opsd=0.0256 wall=4.4s
[search_qa:grpo_opsd:qwen3_1b7] step 45/150 loss=-0.0010 reward=0.250 gate=0.000 opsd=-0.0095 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 46/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0094 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 47/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0016 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 48/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0073 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 49/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0087 wall=3.4s
[search_qa:grpo_opsd:qwen3_1b7] step 50/150 loss=-0.0010 reward=0.000 gate=0.000 opsd=-0.0098 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 51/150 loss=-0.0006 reward=0.000 gate=0.000 opsd=-0.0064 wall=3.9s
[search_qa:grpo_opsd:qwen3_1b7] step 52/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0054 wall=4.3s
[search_qa:grpo_opsd:qwen3_1b7] step 53/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0054 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 54/150 loss=0.0003 reward=0.000 gate=0.250 opsd=0.0031 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 55/150 loss=-0.0007 reward=0.000 gate=0.000 opsd=-0.0072 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 56/150 loss=0.0020 reward=0.000 gate=0.031 opsd=0.0198 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 57/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0081 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 58/150 loss=-0.0012 reward=0.000 gate=0.000 opsd=-0.0119 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 59/150 loss=-0.0015 reward=0.000 gate=0.000 opsd=-0.0148 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 60/150 loss=-0.0009 reward=0.000 gate=0.000 opsd=-0.0086 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 61/150 loss=-0.0002 reward=0.000 gate=0.000 opsd=-0.0020 wall=3.6s
[search_qa:grpo_opsd:qwen3_1b7] step 62/150 loss=-0.0008 reward=0.000 gate=0.000 opsd=-0.0082 wall=3.8s
[search_qa:grpo_opsd:qwen3_1b7] step 63/150 loss=-0.0014 reward=0.000 gate=0.000 opsd=-0.0138 wall=3.5s
[search_qa:grpo_opsd:qwen3_1b7] step 64/150 loss=-0.0003 reward=0.000 gate=0.000 opsd=-0.0029 wall=3.7s
[search_qa:grpo_opsd:qwen3_1b7] step 65/150 loss=-0.0005 reward=0.000 gate=0.000 opsd=-0.0048 wall=4.1s
